,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
0,1,Precious Achiuwa,PF-C,24,TOT,66,18,22.7,3.4,6.7,.509,0.4,1.4,.272,3.0,5.3,.571,.537,1.0,1.6,.620,2.7,4.1,6.8,1.4,0.7,1.0,1.2,1.9,8.2,2024
1,1,Precious Achiuwa,C,24,TOR,25,0,17.5,3.1,6.8,.459,0.5,1.9,.277,2.6,4.9,.528,.497,1.0,1.7,.571,2.0,3.4,5.4,1.8,0.6,0.5,1.2,1.6,7.7,2024
2,1,Precious Achiuwa,PF,24,NYK,41,18,26.0,3.6,6.7,.540,0.3,1.1,.267,3.3,5.6,.594,.562,1.0,1.6,.652,3.2,4.5,7.7,1.2,0.7,1.3,1.2,2.1,8.6,2024
3,2,Bam Adebayo,C,26,MIA,62,62,34.3,7.6,14.7,.521,0.2,0.5,.357,7.5,14.2,.526,.526,4.3,5.7,.749,2.3,8.4,10.7,4.0,1.1,1.0,2.3,2.3,19.7,2024
4,3,Ochai Agbaji,SG,23,TOT,72,23,20.2,2.3,5.5,.414,0.8,2.8,.305,1.4,2.7,.526,.491,0.4,0.6,.667,0.9,1.8,2.7,1.0,0.6,0.5,0.8,1.4,5.8,2024
5,3,Ochai Agbaji,SG,23,UTA,51,10,19.7,2.1,4.9,.426,0.9,2.8,.331,1.2,2.1,.551,.520,0.3,0.4,.750,0.7,1.8,2.5,0.9,0.5,0.6,0.7,1.3,5.4,2024
6,3,Ochai Agbaji,SG,23,TOR,21,13,21.6,2.8,7.0,.395,0.7,2.8,.241,2.1,4.2,.494,.442,0.6,1.0,.591,1.5,1.8,3.2,1.2,0.7,0.4,1.0,1.7,6.8,2024
7,4,Santi Aldama,PF,23,MEM,60,34,26.6,4.1,9.4,.435,1.8,5.0,.351,2.3,4.4,.532,.529,0.9,1.5,.621,1.2,4.6,5.8,2.3,0.7,0.9,1.2,1.5,10.9,2024
8,5,Nickeil Alexander-Walker,SG,25,MIN,73,19,23.6,2.8,6.4,.432,1.5,4.0,.385,1.2,2.4,.511,.553,0.6,0.8,.786,0.5,1.6,2.0,2.5,0.8,0.5,0.9,1.8,7.6,2024
9,6,Grayson Allen,SG,28,PHO,68,68,33.6,4.5,8.9,.505,2.8,5.9,.470,1.8,3.1,.571,.659,1.7,1.9,.884,0.6,3.2,3.8,3.1,0.9,0.6,1.3,2.1,13.5,2024
10,7,Jarrett Allen,C,25,CLE,69,69,31.6,6.6,10.4,.631,0.0,0.1,.000,6.6,10.4,.635,.631,3.1,4.2,.744,3.2,7.5,10.7,2.7,0.7,1.1,1.6,2.0,16.3,2024
11,8,Jose Alvarado,PG,25,NOP,51,0,17.8,2.5,6.1,.408,1.3,3.5,.371,1.2,2.6,.458,.515,0.7,1.0,.680,0.4,1.8,2.3,2.1,1.1,0.3,0.7,1.5,6.9,2024
12,9,Kyle Anderson,PF,30,MIN,70,10,22.9,2.6,5.5,.470,0.1,0.6,.225,2.4,4.9,.499,.482,1.3,1.9,.715,0.8,2.8,3.6,4.3,0.9,0.6,1.2,1.6,6.6,2024
13,10,Giannis Antetokounmpo,PF,29,MIL,68,68,35.2,11.5,18.7,.616,0.5,1.7,.288,11.0,17.0,.649,.629,7.2,10.9,.657,2.7,8.8,11.5,6.4,1.2,1.0,3.4,2.9,30.7,2024
14,11,Thanasis Antetokounmpo,PF,31,MIL,29,0,4.7,0.4,0.9,.500,0.0,0.0,.000,0.4,0.9,.520,.500,0.0,0.1,.000,0.2,0.2,0.4,0.5,0.2,0.1,0.4,0.8,0.9,2024
15,12,Cole Anthony,PG,23,ORL,72,0,23.0,4.2,9.6,.436,1.1,3.4,.332,3.0,6.2,.494,.496,2.4,2.9,.818,0.9,3.2,4.0,3.0,0.8,0.5,1.6,2.3,11.9,2024
16,13,OG Anunoby,SF,26,TOT,44,44,34.0,5.7,11.5,.492,2.0,5.5,.371,3.7,6.1,.601,.580,1.5,2.0,.767,1.0,3.4,4.3,2.3,1.3,0.7,1.6,2.3,14.9,2024
17,13,OG Anunoby,SF,26,TOR,27,27,33.3,5.8,11.9,.489,2.3,6.0,.374,3.6,5.9,.608,.584,1.2,1.7,.717,0.9,3.0,3.9,2.7,1.0,0.5,1.6,2.3,15.1,2024
18,13,OG Anunoby,SF,26,NYK,17,17,35.2,5.5,11.0,.497,1.6,4.5,.364,3.8,6.5,.591,.572,1.9,2.4,.825,1.1,3.9,4.9,1.6,1.7,1.1,1.6,2.4,14.5,2024
19,14,Ryan Arcidiacono,PG,29,NYK,20,0,2.3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.4,0.4,0.2,0.1,0.0,0.1,0.3,0.0,2024
20,15,Deni Avdija,SF,23,WAS,67,67,29.5,5.3,10.4,.507,1.2,3.0,.389,4.1,7.4,.555,.564,2.5,3.4,.731,1.2,5.9,7.1,3.8,0.8,0.4,2.1,2.5,14.3,2024
21,16,Deandre Ayton,C,25,POR,48,48,32.1,7.3,12.6,.580,0.0,0.1,.250,7.3,12.5,.582,.581,1.2,1.4,.812,3.2,7.8,11.0,1.6,1.0,0.8,1.8,2.1,15.8,2024
22,17,Udoka Azubuike,C,24,PHO,14,0,7.6,1.1,1.6,.727,0.0,0.0,,1.1,1.6,.727,.727,0.2,0.8,.273,0.8,1.5,2.3,0.2,0.1,0.4,0.3,1.2,2.5,2024
23,18,Ibou Badji,C,21,POR,21,1,10.3,0.6,1.0,.650,0.0,0.0,,0.6,1.0,.650,.650,0.3,0.6,.500,1.0,1.5,2.4,0.6,0.1,1.0,0.7,2.1,1.5,2024
24,19,Marvin Bagley III,C,24,TOT,48,23,21.2,4.8,8.2,.589,0.2,0.5,.409,4.6,7.8,.599,.600,2.0,2.6,.758,2.6,3.6,6.2,1.1,0.4,0.7,1.1,1.6,11.8,2024
25,19,Marvin Bagley III,C,24,DET,26,10,18.4,4.1,7.0,.591,0.0,0.2,.167,4.1,6.7,.606,.594,1.9,2.3,.820,1.8,2.8,4.5,1.0,0.2,0.5,1.1,1.5,10.2,2024
26,19,Marvin Bagley III,C,24,WAS,22,13,24.5,5.7,9.7,.587,0.4,0.7,.500,5.3,9.0,.594,.606,2.0,2.9,.698,3.7,4.5,8.2,1.3,0.5,0.9,1.2,1.7,13.7,2024
27,20,Amari Bailey,PG,19,CHO,8,0,3.9,0.4,1.5,.250,0.0,0.6,.000,0.4,0.9,.429,.250,0.1,0.3,.500,0.3,0.0,0.3,0.3,0.1,0.0,0.1,0.0,0.9,2024
28,21,Patrick Baldwin Jr.,SF,21,WAS,31,3,10.1,1.1,3.1,.340,0.6,1.8,.316,0.5,1.3,.375,.433,0.4,0.6,.684,0.4,2.2,2.6,0.6,0.3,0.4,0.4,1.1,3.1,2024
29,22,LaMelo Ball,PG,22,CHO,22,22,32.3,8.3,19.2,.433,3.2,9.0,.355,5.1,10.3,.500,.515,4.1,4.7,.865,1.3,3.8,5.1,8.0,1.8,0.2,3.8,3.6,23.9,2024
30,23,Mo Bamba,C,25,PHI,52,15,13.3,1.8,3.6,.503,0.5,1.1,.414,1.3,2.4,.543,.568,0.6,0.9,.652,1.4,2.8,4.2,0.8,0.4,1.0,0.7,1.8,4.6,2024
31,24,Paolo Banchero,PF,21,ORL,71,71,34.8,8.1,17.4,.464,1.5,4.2,.355,6.5,13.1,.498,.507,4.9,6.9,.712,1.0,5.7,6.8,5.3,1.0,0.5,3.2,2.0,22.5,2024
32,25,Desmond Bane,SG,25,MEM,42,42,34.4,8.6,18.5,.464,3.3,8.6,.381,5.3,9.9,.536,.552,3.3,3.8,.870,0.9,3.5,4.4,5.5,1.0,0.5,2.7,2.9,23.7,2024
33,26,Dalano Banton,PG,24,TOT,47,8,17.0,3.2,7.7,.415,1.0,3.0,.324,2.3,4.8,.471,.477,1.4,1.8,.776,0.8,2.3,3.1,1.9,0.5,0.3,1.3,1.2,8.8,2024
34,26,Dalano Banton,PG,24,BOS,24,1,7.1,0.8,2.1,.373,0.1,0.7,.125,0.7,1.5,.486,.392,0.7,0.8,.800,0.5,1.0,1.5,0.8,0.2,0.1,0.4,0.8,2.3,2024
35,26,Dalano Banton,PG,24,POR,23,7,27.3,5.7,13.6,.422,1.9,5.3,.350,3.9,8.3,.468,.490,2.2,2.8,.769,1.1,3.6,4.7,3.0,0.8,0.5,2.1,1.6,15.5,2024
36,27,Dominick Barlow,PF,20,SAS,33,1,12.7,1.7,3.4,.496,0.1,0.3,.333,1.6,3.2,.510,.509,0.9,1.3,.690,1.4,2.1,3.4,1.1,0.4,0.4,0.3,1.4,4.4,2024
37,28,Harrison Barnes,PF,31,SAC,73,73,29.3,4.3,9.0,.478,1.8,4.7,.392,2.5,4.3,.572,.581,1.8,2.3,.807,0.8,2.2,3.0,1.2,0.6,0.2,0.7,1.3,12.3,2024
38,29,Scottie Barnes,SG,22,TOR,60,60,34.9,7.5,15.7,.475,1.7,4.9,.341,5.8,10.8,.536,.528,3.3,4.2,.781,2.4,5.9,8.2,6.1,1.3,1.5,2.8,2.0,19.9,2024
39,30,RJ Barrett,SG,23,TOT,53,53,31.6,7.3,14.9,.489,1.6,4.4,.369,5.6,10.5,.539,.543,3.4,4.8,.709,0.9,4.4,5.3,3.2,0.5,0.4,2.0,2.2,19.5,2024
40,30,RJ Barrett,SG,23,NYK,26,26,29.5,6.3,14.9,.423,1.7,5.0,.331,4.7,9.9,.469,.478,4.0,4.8,.831,0.7,3.5,4.3,2.4,0.5,0.3,1.8,1.7,18.2,2024
41,30,RJ Barrett,SG,23,TOR,27,27,33.7,8.2,14.8,.553,1.6,3.8,.417,6.6,11.0,.599,.606,2.9,4.8,.592,1.0,5.2,6.2,4.0,0.6,0.4,2.2,2.6,20.8,2024
42,31,Charles Bassey,C,23,SAS,19,0,10.8,1.5,2.1,.725,0.0,0.1,.000,1.5,2.1,.744,.725,0.3,0.3,.833,1.2,2.8,4.0,1.1,0.4,0.9,0.8,1.6,3.3,2024
43,32,Emoni Bates,SF,20,CLE,13,0,7.8,0.9,2.8,.324,0.7,2.2,.321,0.2,0.7,.333,.446,0.1,0.3,.250,0.1,0.8,0.8,0.5,0.1,0.2,0.2,0.4,2.6,2024
44,33,Keita Bates-Diop,SF,28,TOT,53,8,12.5,1.4,3.1,.434,0.4,1.3,.304,1.0,1.8,.526,.497,0.6,0.8,.762,0.6,1.5,2.1,0.7,0.5,0.4,0.3,0.7,3.7,2024
45,33,Keita Bates-Diop,SF,28,PHO,39,8,15.3,1.6,3.8,.427,0.5,1.6,.313,1.1,2.2,.512,.493,0.7,0.9,.722,0.8,1.8,2.6,0.9,0.6,0.5,0.3,0.8,4.5,2024
46,33,Keita Bates-Diop,SF,28,BRK,14,0,4.9,0.6,1.1,.500,0.1,0.4,.200,0.5,0.8,.636,.531,0.4,0.4,1.000,0.1,0.6,0.6,0.3,0.2,0.1,0.1,0.1,1.6,2024
47,34,Nicolas Batum,PF,35,TOT,52,34,24.9,1.9,4.1,.455,1.2,2.9,.395,0.7,1.2,.607,.596,0.3,0.4,.714,1.3,2.9,4.1,2.1,0.7,0.7,0.7,1.9,5.2,2024
48,34,Nicolas Batum,PF,35,LAC,3,0,18.0,1.0,2.7,.375,0.7,2.3,.286,0.3,0.3,1.000,.500,0.0,0.0,,0.0,2.3,2.3,1.7,1.0,1.3,0.3,1.7,2.7,2024
49,34,Nicolas Batum,PF,35,PHI,49,34,25.3,1.9,4.2,.459,1.2,3.0,.400,0.7,1.2,.600,.600,0.3,0.4,.714,1.3,2.9,4.2,2.1,0.7,0.6,0.7,1.9,5.3,2024
50,35,Darius Bazley,PF,23,PHI,3,0,3.3,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.0,0.0,2024
51,36,Bradley Beal,SG,30,PHO,45,45,33.0,6.9,13.9,.498,1.7,4.4,.382,5.2,9.5,.553,.559,2.1,2.7,.793,0.9,3.2,4.1,5.1,1.0,0.4,2.5,2.4,17.7,2024
52,37,Malik Beasley,SG,27,MIL,70,70,29.8,4.2,9.2,.456,3.0,6.9,.431,1.2,2.3,.535,.618,0.3,0.5,.706,0.6,3.3,3.8,1.4,0.8,0.1,0.7,2.0,11.7,2024
53,38,MarJon Beauchamp,SF,23,MIL,46,1,12.9,1.6,3.4,.478,0.6,1.6,.389,1.0,1.8,.553,.567,0.4,0.6,.679,0.5,1.6,2.1,0.7,0.3,0.1,0.6,1.2,4.3,2024
54,39,Jules Bernard,SG,24,WAS,14,0,7.4,1.4,3.4,.396,0.6,1.7,.333,0.8,1.7,.458,.479,0.2,0.4,.500,0.5,0.6,1.1,0.9,0.1,0.1,0.3,0.8,3.5,2024
55,40,Dāvis Bertāns,PF,31,TOT,35,0,14.0,1.8,4.9,.371,1.6,4.2,.377,0.2,0.7,.333,.532,0.8,0.9,.900,0.2,1.1,1.3,0.8,0.5,0.2,0.3,1.0,5.9,2024
56,40,Dāvis Bertāns,PF,31,OKC,15,0,6.1,0.7,1.7,.385,0.7,1.6,.417,0.0,0.1,.000,.577,0.9,1.0,.933,0.1,0.5,0.7,0.6,0.2,0.2,0.1,0.7,2.9,2024
57,40,Dāvis Bertāns,PF,31,CHO,20,0,20.0,2.7,7.2,.368,2.3,6.1,.369,0.4,1.1,.364,.524,0.7,0.8,.867,0.3,1.6,1.8,1.0,0.8,0.3,0.5,1.3,8.2,2024
58,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
59,41,Patrick Beverley,PG,35,TOT,67,7,19.4,2.0,5.0,.402,0.8,2.4,.321,1.3,2.6,.477,.479,1.0,1.2,.805,0.6,2.4,3.0,2.8,0.6,0.4,0.9,1.8,5.8,2024
60,41,Patrick Beverley,PG,35,PHI,47,5,19.6,2.2,5.1,.432,0.7,2.3,.321,1.5,2.8,.523,.504,1.1,1.3,.810,0.6,2.4,3.1,3.1,0.5,0.4,1.0,1.8,6.3,2024
61,41,Patrick Beverley,PG,35,MIL,20,2,19.0,1.6,4.9,.330,0.9,2.7,.321,0.8,2.2,.341,.418,0.8,1.0,.789,0.7,2.3,2.9,2.1,0.7,0.6,0.7,1.9,4.8,2024
62,42,Saddiq Bey,SF,24,ATL,63,51,32.7,4.6,11.1,.416,1.8,5.7,.316,2.8,5.4,.522,.497,2.7,3.2,.837,2.7,3.9,6.5,1.5,0.8,0.2,0.9,1.4,13.7,2024
63,43,Goga Bitadze,C,24,ORL,56,33,16.5,2.2,3.6,.610,0.0,0.2,.154,2.1,3.3,.642,.615,1.0,1.4,.667,1.9,3.0,4.9,1.4,0.5,1.3,0.7,1.8,5.4,2024
64,44,Onuralp Bitim,SG,24,CHI,18,0,12.6,1.6,3.7,.424,0.6,1.9,.314,0.9,1.7,.548,.508,0.2,0.2,.750,0.3,1.3,1.7,0.7,0.2,0.1,0.4,1.1,3.9,2024
65,45,Bismack Biyombo,C,31,TOT,37,27,20.5,1.8,3.3,.553,0.0,0.0,,1.8,3.3,.553,.553,0.6,1.4,.480,1.6,3.7,5.3,1.4,0.3,0.9,1.1,2.4,4.3,2024
66,45,Bismack Biyombo,C,31,MEM,30,27,23.9,2.2,4.0,.563,0.0,0.0,,2.2,4.0,.563,.563,0.7,1.5,.478,1.9,4.5,6.4,1.7,0.3,1.1,1.3,2.7,5.2,2024
67,45,Bismack Biyombo,C,31,OKC,7,0,5.7,0.1,0.6,.250,0.0,0.0,,0.1,0.6,.250,.250,0.3,0.6,.500,0.4,0.4,0.9,0.3,0.1,0.1,0.6,0.9,0.6,2024
68,46,Anthony Black,PG,20,ORL,64,33,17.5,1.7,3.8,.458,0.5,1.4,.389,1.2,2.3,.500,.531,0.8,1.3,.613,0.5,1.6,2.2,1.4,0.5,0.3,0.8,1.7,4.8,2024
69,47,Leaky Black,SF,24,CHO,22,3,9.9,0.8,1.8,.436,0.3,0.7,.467,0.5,1.1,.417,.526,0.4,0.6,.643,0.4,1.4,1.7,0.8,0.2,0.3,0.2,0.7,2.3,2024
70,48,Buddy Boeheim,SF,24,DET,5,0,9.8,1.4,4.0,.350,1.2,3.4,.353,0.2,0.6,.333,.500,1.0,1.0,1.000,0.2,1.4,1.6,0.6,0.0,0.2,0.0,0.6,5.0,2024
71,49,Bogdan Bogdanović,SG,31,ATL,70,24,30.1,5.9,14.0,.426,3.1,8.2,.373,2.9,5.8,.500,.535,1.7,1.9,.908,0.7,2.7,3.4,3.1,1.2,0.3,1.3,2.2,16.6,2024
72,50,Bojan Bogdanović,PF-SF,34,TOT,48,27,27.7,5.7,12.7,.449,2.5,6.3,.396,3.2,6.4,.502,.548,2.2,2.8,.785,0.4,2.4,2.8,1.9,0.6,0.1,2.0,1.9,16.1,2024
73,50,Bojan Bogdanović,PF,34,DET,28,27,32.9,7.1,15.2,.468,3.1,7.4,.415,4.0,7.8,.518,.569,2.9,3.7,.779,0.5,2.9,3.4,2.5,0.8,0.1,2.3,2.0,20.2,2024
74,50,Bojan Bogdanović,SF,34,NYK,20,0,20.4,3.7,9.2,.404,1.7,4.8,.354,2.0,4.4,.460,.497,1.3,1.6,.806,0.3,1.8,2.1,1.1,0.3,0.1,1.6,1.7,10.4,2024
75,51,Bol Bol,PF,24,PHO,36,0,11.3,2.3,3.7,.619,0.5,1.3,.422,1.8,2.5,.719,.690,0.4,0.5,.765,0.8,2.5,3.3,0.4,0.2,0.6,0.4,1.1,5.5,2024
76,52,Marques Bolden,C,25,TOT,4,0,4.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.0,0.3,0.5,0.0,2024
77,52,Marques Bolden,C,25,MIL,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,2024
78,52,Marques Bolden,C,25,CHO,2,0,6.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,2024
79,53,Devin Booker,PG,27,PHO,60,60,35.7,9.5,19.4,.492,2.1,5.9,.362,7.4,13.5,.549,.547,5.8,6.6,.881,0.8,4.0,4.8,6.9,0.9,0.4,2.5,3.1,27.0,2024
80,54,Brandon Boston Jr.,SF,22,LAC,26,0,8.5,1.6,3.7,.423,0.3,1.2,.300,1.2,2.6,.478,.469,0.6,0.8,.682,0.4,0.7,1.2,0.3,0.2,0.3,0.4,1.0,4.1,2024
81,55,Chris Boucher,PF,31,TOR,50,0,14.1,2.2,4.3,.507,0.6,1.9,.330,1.6,2.5,.642,.578,1.4,1.8,.772,1.2,2.9,4.1,0.5,0.3,0.5,0.6,1.4,6.4,2024
82,56,James Bouknight,SG,23,CHO,14,0,5.8,1.3,2.9,.439,0.9,2.1,.433,0.4,0.8,.455,.598,0.1,0.1,.500,0.1,0.6,0.6,0.4,0.1,0.1,0.1,0.2,3.6,2024
83,57,Jamaree Bouyea,PG,24,POR,6,0,9.5,0.8,3.5,.238,0.0,1.3,.000,0.8,2.2,.385,.238,0.0,0.0,,0.3,1.3,1.7,1.3,0.0,0.0,1.3,0.5,1.7,2024
84,58,Malaki Branham,PG,20,SAS,69,23,20.3,3.4,8.0,.430,1.1,3.3,.339,2.3,4.7,.494,.500,0.8,0.8,.897,0.4,1.6,1.9,2.1,0.4,0.1,1.1,1.2,8.7,2024
85,59,Christian Braun,SG,22,DEN,74,2,19.4,2.6,5.7,.458,0.7,1.9,.370,1.9,3.9,.500,.518,1.1,1.7,.691,0.9,2.7,3.6,1.4,0.5,0.4,0.6,1.7,7.1,2024
86,60,Mikal Bridges,SF,27,BRK,74,74,35.5,7.2,16.3,.439,2.7,7.3,.370,4.5,9.0,.495,.522,3.4,4.2,.813,0.9,3.9,4.7,3.7,1.0,0.4,2.1,1.5,20.4,2024
87,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
88,61,Miles Bridges,SF,25,CHO,62,60,37.6,8.2,17.7,.460,2.3,6.5,.347,5.9,11.2,.526,.524,2.5,3.1,.808,1.1,6.4,7.4,3.3,1.0,0.5,2.1,1.8,21.1,2024
89,62,Oshae Brissett,SF,25,BOS,48,1,11.7,1.2,2.7,.454,0.3,1.1,.294,0.9,1.6,.557,.512,0.9,1.4,.642,1.1,1.8,2.9,0.8,0.3,0.1,0.3,1.0,3.7,2024
90,63,Izaiah Brockington,PG,24,NOP,1,0,3.0,2.0,5.0,.400,0.0,1.0,.000,2.0,4.0,.500,.400,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2024
91,64,Malcolm Brogdon,PG,31,POR,39,25,28.7,5.6,12.7,.440,2.1,5.1,.412,3.5,7.6,.458,.522,2.4,3.0,.819,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,15.7,2024
92,65,Armoni Brooks,PG,25,BRK,10,0,10.4,1.5,4.6,.326,1.1,3.2,.344,0.4,1.4,.286,.446,0.1,0.2,.500,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2,2024
93,66,Dillon Brooks,SF,28,HOU,64,64,30.9,4.6,10.7,.434,1.8,5.1,.362,2.8,5.6,.500,.520,1.7,2.1,.841,0.7,2.7,3.5,1.7,0.9,0.1,1.3,3.3,12.9,2024
94,67,Bruce Brown,SG-PG,27,TOT,61,42,28.1,4.1,8.8,.466,0.8,2.5,.316,3.3,6.3,.525,.510,1.8,2.1,.846,0.8,3.5,4.3,2.9,0.9,0.3,1.3,2.2,10.8,2024
95,67,Bruce Brown,SG,27,IND,33,33,29.7,4.5,9.5,.475,1.0,3.1,.327,3.5,6.5,.545,.527,2.0,2.5,.817,0.8,3.9,4.7,3.0,1.1,0.2,1.2,2.5,12.1,2024
96,67,Bruce Brown,PG,27,TOR,28,9,26.2,3.6,8.0,.453,0.5,1.8,.294,3.1,6.1,.500,.487,1.5,1.7,.896,0.9,3.0,4.0,2.7,0.7,0.3,1.3,1.9,9.3,2024
97,68,Charlie Brown Jr.,SG,26,NYK,8,0,4.6,0.3,1.3,.200,0.3,0.9,.286,0.0,0.4,.000,.300,0.0,0.0,,0.1,0.1,0.3,0.0,0.0,0.3,0.3,0.6,0.8,2024
98,69,Greg Brown III,PF,22,DAL,6,0,6.7,0.8,1.8,.455,0.2,0.5,.333,0.7,1.3,.500,.500,0.7,1.5,.444,0.5,1.0,1.5,0.7,0.0,0.7,0.7,0.8,2.5,2024
99,70,Jaylen Brown,SF,27,BOS,65,65,33.6,9.1,18.0,.504,2.1,5.9,.354,7.0,12.1,.576,.562,3.1,4.4,.699,1.2,4.3,5.5,3.6,1.2,0.5,2.3,2.6,23.3,2024
100,71,Kendall Brown,SG,20,IND,12,0,3.6,0.5,0.8,.600,0.0,0.1,.000,0.5,0.8,.667,.600,0.4,0.7,.625,0.3,0.1,0.3,0.3,0.0,0.0,0.1,0.4,1.4,2024
101,72,Kobe Brown,PF,24,LAC,38,0,7.9,0.7,1.7,.400,0.3,1.0,.308,0.4,0.7,.538,.492,0.0,0.1,.500,0.3,1.0,1.2,0.4,0.2,0.1,0.2,1.1,1.7,2024
102,73,Moses Brown,C,24,POR,19,4,8.8,1.3,2.7,.471,0.0,0.0,,1.3,2.7,.471,.471,0.3,1.3,.240,1.6,2.1,3.6,0.3,0.2,0.4,0.4,1.2,2.8,2024
103,74,Troy Brown Jr.,SF,24,TOT,51,7,12.4,1.4,3.5,.392,0.8,2.4,.342,0.6,1.2,.492,.506,0.5,0.6,.848,0.4,1.8,2.2,1.0,0.2,0.0,0.5,0.7,4.1,2024
104,74,Troy Brown Jr.,SF,24,MIN,37,3,11.1,1.4,3.2,.441,0.8,2.3,.369,0.6,0.9,.618,.572,0.5,0.6,.864,0.4,1.6,1.9,0.9,0.2,0.1,0.5,0.7,4.2,2024
105,74,Troy Brown Jr.,SF,24,DET,14,4,15.9,1.4,4.5,.302,0.7,2.6,.278,0.6,1.9,.333,.381,0.6,0.8,.818,0.4,2.4,2.8,1.0,0.3,0.0,0.6,0.6,4.1,2024
106,75,Jalen Brunson,PG,27,NYK,68,68,35.1,10.0,20.9,.479,2.7,6.8,.401,7.3,14.2,.516,.543,5.1,6.1,.847,0.6,3.0,3.6,6.5,0.9,0.2,2.4,1.9,27.9,2024
107,76,Thomas Bryant,C,26,MIA,36,4,11.3,2.1,3.8,.559,0.1,0.6,.190,2.0,3.2,.626,.574,1.1,1.3,.867,1.0,2.5,3.6,0.6,0.3,0.4,0.5,1.2,5.4,2024
108,77,Kobe Bufkin,SG,20,ATL,9,0,9.9,1.4,4.1,.351,0.6,1.9,.294,0.9,2.2,.400,.419,0.2,0.4,.500,0.2,1.3,1.6,1.7,0.3,0.1,0.6,0.7,3.7,2024
109,78,Reggie Bullock,SF,32,HOU,35,0,9.6,0.8,2.0,.408,0.7,1.7,.397,0.2,0.4,.462,.570,0.0,0.0,1.000,0.2,1.7,1.8,0.3,0.3,0.1,0.2,0.6,2.3,2024
110,79,Alec Burks,SG,32,TOT,61,1,19.1,3.4,9.1,.374,2.0,5.3,.378,1.4,3.8,.370,.485,2.3,2.7,.867,0.4,2.0,2.3,1.4,0.4,0.2,0.8,1.2,11.1,2024
111,79,Alec Burks,SG,32,DET,43,0,21.0,3.7,9.4,.394,2.3,5.7,.401,1.4,3.7,.384,.516,2.8,3.1,.903,0.4,2.2,2.6,1.6,0.5,0.3,0.7,1.5,12.6,2024
112,79,Alec Burks,SG,32,NYK,18,1,14.8,2.6,8.2,.320,1.3,4.2,.303,1.3,3.9,.338,.398,1.2,1.7,.710,0.4,1.4,1.8,0.8,0.2,0.1,0.8,0.6,7.7,2024
113,80,Jared Butler,SG,23,WAS,32,0,12.0,1.9,4.2,.466,0.4,1.7,.264,1.5,2.5,.600,.519,0.6,0.7,.864,0.2,0.9,1.1,2.7,0.6,0.2,1.2,1.2,4.9,2024
114,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
115,81,Jimmy Butler,PF,34,MIA,51,51,33.9,6.7,13.4,.501,1.0,2.4,.413,5.7,11.1,.520,.537,6.7,7.8,.857,1.8,3.5,5.3,4.9,1.4,0.3,1.7,1.2,21.1,2024
116,82,Jamal Cain,PF,24,MIA,21,1,12.0,1.6,3.7,.423,0.5,1.4,.333,1.1,2.3,.479,.487,0.9,1.1,.783,0.7,1.0,1.7,0.5,0.5,0.2,0.4,1.0,4.5,2024
117,83,Kentavious Caldwell-Pope,SG,30,DEN,68,68,31.8,3.4,7.6,.450,1.5,3.9,.396,1.9,3.7,.506,.551,1.4,1.6,.916,0.4,2.0,2.4,2.4,1.4,0.5,1.0,1.9,9.8,2024
118,84,Toumani Camara,PF,23,POR,70,49,24.8,2.8,6.3,.450,0.8,2.5,.337,2.0,3.8,.523,.516,1.1,1.4,.758,2.0,2.9,4.9,1.2,0.9,0.5,1.2,2.5,7.5,2024
119,85,Clint Capela,C,29,ATL,65,65,25.5,4.8,8.5,.567,0.0,0.0,.000,4.8,8.5,.568,.567,1.8,2.8,.642,4.7,5.9,10.6,1.2,0.6,1.5,1.0,2.3,11.4,2024
